week,n,dispersion,logn
2026-04-06,295,0.4743043780326843,5.68697535633982
2026-04-13,290,0.48385196924209595,5.66988092298052
2026-04-20,236,0.4888063669204712,5.4638318050256105
2026-04-27,231,0.49457985162734985,5.442417710521793
2026-05-04,276,0.4928985834121704,5.62040086571715
2026-05-11,250,0.4912908673286438,5.521460917862246
2026-05-18,257,0.5031787753105164,5.54907608489522
2026-05-25,249,0.4943786859512329,5.517452896464707
2026-06-01,262,0.49406832456588745,5.568344503761097
2026-06-08,213,0.49303877353668213,5.3612921657094255
2026-06-15,147,0.486059308052063,4.990432586778736
2026-06-22,136,0.4782525897026062,4.912654885736052
2026-06-29,130,0.4747887849807739,4.867534450455582
2026-07-06,86,0.48940521478652954,4.454347296253507
