week,n_dreams,n_users,obs,null_mean,excess,z,p
2024-03-25,197,107,0.22550884841233057,0.280387503649605,-0.05487865523727445,-3.650556725223711,1.0
2024-04-01,74,35,0.3120479522468311,0.2703549670366524,0.04169298521017867,1.4735180563298185,0.08091908091908091
2024-04-08,80,49,0.26524650182217596,0.2654656204877515,-0.00021911866557555726,-0.009286744502501965,0.4915084915084915
2024-04-15,81,50,0.2501774171672966,0.2606000260883731,-0.010422608921076548,-0.44694457436217827,0.6693306693306693
2024-04-22,143,81,0.24806148049910537,0.25846614813232865,-0.010404667633223286,-0.5800560097127078,0.7332667332667333
2024-04-29,105,63,0.27411623347510017,0.2546395403200205,0.01947669315507966,0.9391896503206855,0.17082917082917082
2024-05-06,86,56,0.2964180928238893,0.25389159553009133,0.04252649729379798,1.9219987733203479,0.029970029970029972
2024-05-13,143,90,0.2924788056069504,0.2524229496087555,0.04005585599819489,2.397370610635962,0.008991008991008992
2024-05-20,135,74,0.28551582981024753,0.2539168930016118,0.031598936808635736,1.6574757726419393,0.052947052947052944
2024-05-27,117,59,0.2809433835111047,0.2575433226956652,0.023400060815439494,1.1001028699717812,0.13986013986013987
2024-06-03,129,85,0.22960679070784284,0.259489533648465,-0.029882742940622153,-1.6554684881610664,0.957042957042957
2024-06-10,194,105,0.2305681350078675,0.2583677539226693,-0.027799618914801816,-1.7999615349434772,0.973026973026973
2024-06-17,120,81,0.22268673827147378,0.2608095917690957,-0.0381228534976219,-2.1039013844257606,0.983016983016983
2024-06-24,143,85,0.24943182164693598,0.2580322534282957,-0.008600431781359746,-0.4949142690382942,0.6883116883116883
2024-07-01,106,63,0.26827345225333293,0.25420553121805417,0.014067921035278763,0.6714192641076757,0.24575424575424576
2024-07-08,95,62,0.25232423006945737,0.2557587962214851,-0.0034345661520277515,-0.17261319879076664,0.5594405594405595
2024-07-15,120,76,0.2737655490127582,0.2531484073326608,0.020617141680097373,1.1259766555508697,0.1258741258741259
2024-07-22,107,73,0.23815275218491938,0.2575920755096607,-0.019439323324741298,-1.0193110157593621,0.8451548451548452
2024-07-29,111,61,0.2560561716944035,0.25559690227775084,0.0004592694166526412,0.020984701403384896,0.4915084915084915
2024-08-05,167,87,0.24705975157091367,0.2632337860592056,-0.01617403448829194,-0.9030393921012513,0.8131868131868132
2024-08-12,224,117,0.2794199097606789,0.26281437907137817,0.016605530689300707,1.0981368238881966,0.13886113886113885
2024-08-19,139,78,0.23575887101921114,0.27159796166494626,-0.03583909064573512,-1.923755606229229,0.974025974025974
2024-08-26,140,79,0.23977398482399664,0.2763656412572019,-0.03659165643320528,-1.9101924236206134,0.97002997002997
2024-09-02,157,81,0.2880613319074828,0.2717156623475397,0.0163456695599431,0.8964919416591867,0.1878121878121878
2024-09-09,135,80,0.2834926110948441,0.2746142735626474,0.00887833753219669,0.4713284198734105,0.3116883116883117
2024-09-16,137,83,0.28152828382364964,0.27819720371838874,0.0033310801052608974,0.18060372685404863,0.42857142857142855
2024-09-23,119,67,0.29298820064363446,0.28000928856905466,0.012978912074579796,0.6365766637972154,0.24975024975024976
2024-09-30,127,78,0.34430077023082273,0.2794115321313295,0.06488923809949321,3.3124985698728078,0.002997002997002997
2024-10-07,153,96,0.25978492808779463,0.28697812543738094,-0.027193197349586307,-1.56574009640168,0.948051948051948
2024-10-14,172,99,0.29480052460405115,0.28246366169668696,0.012336862907364188,0.710481675768563,0.24275724275724275
2024-10-21,129,75,0.32505954239626694,0.28707176313135063,0.03798777926491631,1.8632720749273348,0.04095904095904096
2024-10-28,112,82,0.2525977639102879,0.2928309208666253,-0.040233156956337446,-2.1175103058101716,0.984015984015984
2024-11-04,113,74,0.3109306470372775,0.2934674078108955,0.017463239226382044,0.8804636954821367,0.1968031968031968
2024-11-11,135,78,0.31944085235954756,0.2931198710348934,0.026320981324654158,1.2963683270572703,0.1068931068931069
2024-11-18,139,80,0.2870465367812156,0.29591510178891006,-0.008868565007694451,-0.4662115999392961,0.6863136863136863
2024-11-25,133,79,0.28813416879313003,0.29494757032196256,-0.00681340152883253,-0.34197850332167706,0.6293706293706294
2024-12-02,110,76,0.2821181065173707,0.2928224359702584,-0.01070432945288774,-0.5424213458607406,0.6943056943056943
2024-12-09,130,81,0.2660578745007871,0.29435980049605315,-0.028301925995266042,-1.5193303851858742,0.935064935064935
2024-12-16,118,68,0.3152340858774324,0.2926463526853583,0.022587733192074078,1.1072661112649431,0.15084915084915085
2024-12-23,111,71,0.2753298955099036,0.29230654782588283,-0.016976652315979224,-0.8095458158429584,0.7792207792207793
2024-12-30,141,82,0.33279369226021377,0.2919540876824327,0.040839604577781075,2.1567877511394697,0.02097902097902098
2025-01-06,140,90,0.2988521704573487,0.29233847827615383,0.006513692181194852,0.35916044303503775,0.34765234765234765
2025-01-13,126,68,0.30252743218130435,0.29027380413187853,0.012253628049425813,0.5656219741067631,0.27172827172827174
2025-01-20,166,99,0.28581581317792765,0.28953761115252596,-0.0037217979745983176,-0.2214374348748765,0.5754245754245755
2025-01-27,145,96,0.2924239385086603,0.28814942231068164,0.0042745161979786395,0.24859452348922037,0.3986013986013986
2025-02-03,113,85,0.2766781506154531,0.29036933615616556,-0.01369118554071247,-0.7099112051539292,0.7582417582417582
2025-02-10,128,78,0.2917224347550174,0.29576743807034284,-0.004045003315325424,-0.1990193832355955,0.5614385614385614
2025-02-17,138,84,0.286957796355772,0.2937230245112636,-0.006765228155491576,-0.3489394306788902,0.6193806193806194
2025-02-24,157,95,0.2896642367141328,0.29407568697999886,-0.00441145026586609,-0.24922940865980672,0.6103896103896104
2025-03-03,145,82,0.27160300470865006,0.2958947643505326,-0.024291759641882515,-1.2311038162548469,0.8961038961038961
2025-03-10,176,106,0.29703444303465343,0.2951163681364617,0.001918074898191735,0.1135143269979228,0.43756243756243757
2025-03-17,169,104,0.2702878655249894,0.29987607572665415,-0.029588210201664744,-1.5938831267078433,0.9440559440559441
2025-03-24,174,110,0.28065859866706055,0.3031470632077861,-0.02248846454072556,-1.2488792248033231,0.8911088911088911
2025-03-31,162,99,0.30795724642928296,0.30591941909362663,0.002037827335656328,0.10572386855241016,0.46353646353646355
2025-04-07,191,110,0.3301566959345357,0.30772272852748633,0.022433967407049393,1.2179790281413996,0.1048951048951049
2025-04-14,204,131,0.29704107791936646,0.31154271095987346,-0.014501633040507,-0.8985629069762996,0.8221778221778222
2025-04-21,195,122,0.2737896113607509,0.316731446763163,-0.04294183540241209,-2.527747682665438,0.994005994005994
2025-04-28,399,251,0.3171120085051915,0.31544060085655945,0.0016714076486320506,0.14758744966720153,0.42857142857142855
2025-05-05,310,195,0.3075095204057593,0.3206199411881478,-0.013110420782388499,-1.0496438423646284,0.8451548451548452
2025-05-12,450,254,0.32110880910844436,0.32171837856972163,-0.0006095694612772706,-0.053902728005889015,0.5174825174825175
2025-05-19,534,319,0.3260973288566501,0.32261561265627464,0.003481716200375462,0.3523293441240118,0.36063936063936064
2025-05-26,400,226,0.3385578542060165,0.32593521393434294,0.012622640271673535,1.0007512526478894,0.16583416583416583
2025-06-02,319,192,0.3301135401086475,0.3278059983494311,0.002307541759216436,0.17573671921919773,0.4255744255744256
2025-06-09,301,174,0.34274357966442315,0.32941713595663513,0.013326443707788016,0.9734462922066517,0.16583416583416583
2025-06-16,294,196,0.33901364348620566,0.3309020607979601,0.008111582688245578,0.5978325171528799,0.2727272727272727
2025-06-23,303,189,0.33419059723966715,0.3330393862848316,0.0011512109548355576,0.08708226396684828,0.4725274725274725
2025-06-30,338,211,0.3556034167775662,0.3313729680509927,0.024230448726573484,1.9795958745670015,0.028971028971028972
2025-07-07,327,210,0.3369338825663404,0.3339462248178101,0.0029876577485302702,0.22823958557302138,0.4145854145854146
2025-07-14,306,191,0.32284209915617,0.337703458113401,-0.014861358957231008,-1.11688230361712,0.8641358641358642
2025-07-21,303,185,0.3561467773171907,0.33548310784706487,0.020663669470125823,1.6299262317221686,0.052947052947052944
2025-07-28,277,190,0.33961917873942726,0.33640384578641963,0.0032153329530076324,0.2394244725632066,0.40559440559440557
2025-08-04,316,175,0.35539338391255865,0.3364627581531862,0.018930625759372433,1.3689496099971998,0.08591408591408592
2025-08-11,344,209,0.3443167364864984,0.33749688656061233,0.006819849925886079,0.5592567325261939,0.28771228771228774
2025-08-18,323,211,0.32583538934612044,0.3371061674623512,-0.011270778116230784,-0.9288871466308549,0.8241758241758241
2025-08-25,336,218,0.31756450124037205,0.3378573442258477,-0.020292842985475623,-1.5727740333719593,0.939060939060939
2025-09-01,339,208,0.3025732873012957,0.33797536710083226,-0.03540207979953658,-2.8518924048646457,0.999000999000999
2025-09-08,311,190,0.36050342717480033,0.3338981992604227,0.026605227914377638,2.0364314920866966,0.025974025974025976
2025-09-15,281,164,0.3300294021204416,0.33691213304871576,-0.006882730928274183,-0.45138392830315016,0.6823176823176823
2025-09-22,291,178,0.3283767370172384,0.33583778736310527,-0.00746105034586686,-0.549803342065518,0.7062937062937062
2025-09-29,304,187,0.35522749065455506,0.3341318834023679,0.021095607252187176,1.5794559918193096,0.055944055944055944
2025-10-06,375,199,0.348098334750109,0.3341479172607807,0.013950417489328293,1.0915780754038493,0.12687312687312688
2025-10-13,404,223,0.3270209776941325,0.33453785847110656,-0.007516880776974044,-0.5912976175235336,0.7162837162837162
2025-10-20,433,259,0.32223642453383133,0.3356491031756358,-0.013412678641804454,-1.135398525406915,0.8781218781218781
2025-10-27,375,233,0.34691545260633844,0.33236657842297895,0.014548874183359484,1.2695473506926538,0.0969030969030969
2025-11-03,354,222,0.3270769387416684,0.33514092720329325,-0.008063988461624871,-0.6359785410394843,0.7342657342657343
2025-11-10,403,228,0.3412317621201307,0.33225732643285655,0.00897443568727413,0.7024523491886687,0.21978021978021978
2025-11-17,389,242,0.3384907524763976,0.33204753806689646,0.00644321440950113,0.5256334966062649,0.3086913086913087
2025-11-24,385,239,0.3313608045247398,0.33339893009670646,-0.0020381255719666425,-0.1771019666737522,0.5794205794205795
2025-12-01,415,225,0.3396668494658921,0.33070990820545737,0.008956941260434725,0.7331431084365908,0.22377622377622378
2025-12-08,410,234,0.3392456866147126,0.3306460386257413,0.008599647988971282,0.6995485356806244,0.24775224775224775
2025-12-15,371,213,0.33464339124469816,0.32979762807367785,0.004845763171020312,0.37213648258899185,0.3516483516483517
2025-12-22,338,238,0.304182261806245,0.3309810660070024,-0.026798804200757365,-2.192486205044355,0.989010989010989
2025-12-29,375,231,0.3259313190480513,0.3289125619668889,-0.002981242918837612,-0.24021797833876862,0.5944055944055944
2026-01-05,432,260,0.3315634175599677,0.3295078399749023,0.0020555775850654157,0.168445553121219,0.42357642357642356
2026-01-12,409,252,0.31706344974753703,0.330126413909,-0.013062964161462964,-1.1057309847763412,0.8651348651348651
2026-01-19,482,269,0.3419306861228573,0.3278752513270688,0.014055434795788524,1.2819217987482545,0.09090909090909091
2026-01-26,424,278,0.32587412673358107,0.3292692393159224,-0.0033951125823413197,-0.31067676315421644,0.6233766233766234
2026-02-02,389,228,0.33379976918426035,0.32769062231882046,0.006109146865439896,0.4777780372142027,0.30569430569430567
2026-02-09,379,249,0.3090605490218833,0.3292807109569293,-0.020220161935046,-1.7663423307465806,0.9630369630369631
2026-02-16,416,247,0.3275465124440444,0.32832887715029596,-0.0007823647062515371,-0.06641076362802528,0.5224775224775224
2026-02-23,378,221,0.32287282321238325,0.330367787268269,-0.007494964055885733,-0.6083270321861259,0.7262737262737263
2026-03-02,387,233,0.3431177180077048,0.3290304878488817,0.014087230158823072,1.1877406591902915,0.12487512487512488
2026-03-09,369,225,0.3353768082662878,0.3289837279811888,0.006393080285098995,0.5316575271207651,0.28771228771228774
2026-03-16,390,242,0.33199279044079283,0.33008526435301294,0.0019075260877798872,0.1645874066142152,0.4175824175824176
2026-03-23,354,226,0.3228394912674971,0.329619479351234,-0.006779988083736865,-0.5361316921235111,0.6973026973026973
2026-03-30,320,209,0.3342636308297029,0.32734723157189405,0.006916399257808847,0.5434533461690929,0.2857142857142857
2026-04-06,368,231,0.33737638214671317,0.3263591380097887,0.011017244136924453,0.9375272716131796,0.17882117882117882
2026-04-13,369,228,0.3338326326284689,0.32532305615670076,0.008509576471768143,0.7378153337758885,0.21678321678321677
2026-04-20,315,193,0.3385308923715619,0.324574962962169,0.013955929409392942,1.0393622957943702,0.14985014985014986
2026-04-27,305,195,0.31785309136995016,0.324408807535191,-0.006555716165240866,-0.5068904705909905,0.7122877122877123
2026-05-04,346,195,0.33284171283048963,0.32182806751977705,0.011013645310712583,0.8801861538659265,0.18681318681318682
2026-05-11,326,194,0.3314956613420573,0.3211970611312054,0.010298600210851938,0.7741843799103836,0.21178821178821178
2026-05-18,323,220,0.31208636301327597,0.3223680070912728,-0.01028164407799681,-0.8346470958975858,0.8141858141858141
2026-05-25,312,201,0.30655283847314846,0.321629677989781,-0.015076839516632523,-1.1719478226106288,0.8841158841158842
2026-06-01,350,200,0.3105658937311038,0.32014837168897475,-0.009582477957870927,-0.7552745348501817,0.7782217782217782
2026-06-08,279,178,0.2860360662033711,0.3199403260022991,-0.03390425979892803,-2.5889799179138557,0.994005994005994
2026-06-15,201,130,0.3030983691042666,0.31609952861764756,-0.013001159513380989,-0.8086363227953531,0.7922077922077922
2026-06-22,185,125,0.29058425714973135,0.3149774244117998,-0.02439316726206847,-1.496070943480105,0.938061938061938
2026-06-29,161,118,0.31897476342764775,0.31282553320426876,0.0061492302233789875,0.3901050494944462,0.35064935064935066
2026-07-06,112,82,0.3372738568201892,0.3080088416592781,0.029265015160911068,1.5180163506402145,0.06493506493506493
