metric,value
n,2574.0
dreamers,2334.0
mae,14.672646875981684
baseline_mae,16.727660322065912
r,0.461061735626887
perm_p,0.004975124378109453
auc_child_adult,0.8400835003755857
band_bacc,0.352465813179755
band_auc,0.6928618089339759
